"line_id","order_id","so_number","product_code","quantity","unit_price","line_total","created_at"
4170,396,BH25.0421,"000335002004000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4171,396,BH25.0421,"000333002001000",2.00,1300000.00,2600000.00,2026-05-19 22:11:27.114 +0700
4172,396,BH25.0421,"000334002001000",1.00,1210000.00,1210000.00,2026-05-19 22:11:27.114 +0700
4173,396,BH25.0421,"000334002004000",1.00,1210000.00,1210000.00,2026-05-19 22:11:27.114 +0700
4174,396,BH25.0421,"000207004000000",2.00,1250000.00,2500000.00,2026-05-19 22:11:27.114 +0700
4175,396,BH25.0421,"000209002025000",1.00,1150000.00,1150000.00,2026-05-19 22:11:27.114 +0700
4176,396,BH25.0421,"000216003001000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4177,396,BH25.0421,"000216003005000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4178,396,BH25.0421,"000216003008000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4179,396,BH25.0421,"000217003005000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4180,397,BH25.0422,"000226003002000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4181,397,BH25.0422,"000413002001000",1.00,1450000.00,1450000.00,2026-05-19 22:11:27.114 +0700
4182,397,BH25.0422,"100029005020000",1.00,3222643.00,3222643.00,2026-05-19 22:11:27.114 +0700
4183,397,BH25.0422,"1000350050220000",1.00,3003787.00,3003787.00,2026-05-19 22:11:27.114 +0700
4184,397,BH25.0422,"000324000100000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4185,397,BH25.0422,"000231003022000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4186,397,BH25.0422,"000231003005000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4187,397,BH25.0422,"000333002001000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4188,397,BH25.0422,"000216003008000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4189,397,BH25.0422,"000217003001000",2.00,1250000.00,2500000.00,2026-05-19 22:11:27.114 +0700
4190,397,BH25.0422,"1000260020220000",1.00,470000.00,470000.00,2026-05-19 22:11:27.114 +0700
4191,397,BH25.0422,"1000270020220000",1.00,500000.00,500000.00,2026-05-19 22:11:27.114 +0700
4192,397,BH25.0422,"000331002022000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4193,398,BH25.0423,"000335002013000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4194,398,BH25.0423,"1000230020090000",3.00,470000.00,1410000.00,2026-05-19 22:11:27.114 +0700
4195,398,BH25.0423,"1000240020090000",4.00,500000.00,2000000.00,2026-05-19 22:11:27.114 +0700
4196,398,BH25.0423,"1000240020220000",2.00,500000.00,1000000.00,2026-05-19 22:11:27.114 +0700
4197,398,BH25.0423,"000125002013000",1.00,1050000.00,1050000.00,2026-05-19 22:11:27.114 +0700
4198,398,BH25.0423,"000226003002000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4199,398,BH25.0423,"000226003014000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4200,398,BH25.0423,"1000210020090000",2.00,470000.00,940000.00,2026-05-19 22:11:27.114 +0700
4201,398,BH25.0423,"000305002001000",1.00,1050000.00,1050000.00,2026-05-19 22:11:27.114 +0700
4202,398,BH25.0423,"000225002023000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4203,398,BH25.0423,"000225002025000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4204,398,BH25.0423,"000225002015000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4205,398,BH25.0423,"000225002002000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4206,398,BH25.0423,"000331002008000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4207,398,BH25.0423,"1000330010090000",1.00,1231481.00,1231481.00,2026-05-19 22:11:27.114 +0700
4208,398,BH25.0423,"000334002004000",1.00,1210000.00,1210000.00,2026-05-19 22:11:27.114 +0700
4209,398,BH25.0423,"000335002001000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4210,398,BH25.0423,"000335002004000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4211,399,BH25.0424,"000401002016000",5.00,1300000.00,6500000.00,2026-05-19 22:11:27.114 +0700
4212,399,BH25.0424,"100029005001000",1.00,3222643.00,3222643.00,2026-05-19 22:11:27.114 +0700
4213,399,BH25.0424,"100029005020000",1.00,3222643.00,3222643.00,2026-05-19 22:11:27.114 +0700
4214,399,BH25.0424,"1000300050010000",2.00,2150000.00,4300000.00,2026-05-19 22:11:27.114 +0700
4215,399,BH25.0424,"1000300050200000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4216,399,BH25.0424,"1000310050010000",2.00,2150000.00,4300000.00,2026-05-19 22:11:27.114 +0700
4217,399,BH25.0424,"1000310050080000",2.00,2150000.00,4300000.00,2026-05-19 22:11:27.114 +0700
4218,399,BH25.0424,"000335002001000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4219,399,BH25.0424,"000335002013000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4220,399,BH25.0424,"000333002022000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4221,399,BH25.0424,"000333002001000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4222,400,BH25.0425,"000330002001000",6.00,1200000.00,7200000.00,2026-05-19 22:11:27.114 +0700
4223,400,BH25.0425,"000216002001000",5.00,1100000.00,5500000.00,2026-05-19 22:11:27.114 +0700
4224,400,BH25.0425,"000125002009000",4.00,1050000.00,4200000.00,2026-05-19 22:11:27.114 +0700
4225,400,BH25.0425,"000125002002000",2.00,1050000.00,2100000.00,2026-05-19 22:11:27.114 +0700
4226,400,BH25.0425,"000125002013000",2.00,1050000.00,2100000.00,2026-05-19 22:11:27.114 +0700
4227,400,BH25.0425,"000125002023000",2.00,1050000.00,2100000.00,2026-05-19 22:11:27.114 +0700
4228,400,BH25.0425,"000324000040000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4229,400,BH25.0425,"000324000100000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4230,400,BH25.0425,"000324000180000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4231,400,BH25.0425,"000305002001000",3.00,1050000.00,3150000.00,2026-05-19 22:11:27.114 +0700
4232,400,BH25.0425,"000305002022000",3.00,1050000.00,3150000.00,2026-05-19 22:11:27.114 +0700
4233,401,BH25.0426,"000216003005000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4234,401,BH25.0426,"000217003001000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4235,401,BH25.0426,"000125002013000",2.00,1050000.00,2100000.00,2026-05-19 22:11:27.114 +0700
4236,401,BH25.0426,"000125002023000",2.00,1050000.00,2100000.00,2026-05-19 22:11:27.114 +0700
4237,401,BH25.0426,"000224002026000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4238,401,BH25.0426,"000224002002000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4239,401,BH25.0426,"000224002015000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4240,401,BH25.0426,"000224002023000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4241,401,BH25.0426,"000225002015000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4242,401,BH25.0426,"000225002023000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4243,401,BH25.0426,"000225002002000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4244,401,BH25.0426,"000225002025000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4245,401,BH25.0426,"000225002004000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4246,401,BH25.0426,"000225002009000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4247,401,BH25.0426,"000330002001000",6.00,1200000.00,7200000.00,2026-05-19 22:11:27.114 +0700
4248,401,BH25.0426,"000330002002200",4.00,1200000.00,4800000.00,2026-05-19 22:11:27.114 +0700
4249,442,BH25.0427,"000208002003000",1.00,2120370.37,2120370.00,2026-05-19 22:11:27.114 +0700
4250,441,BH25.0428,"000231003002001",2.00,2658500.00,5317000.00,2026-05-19 22:11:27.114 +0700
4251,441,BH25.0428,"000231003005001",1.00,2658500.00,2658500.00,2026-05-19 22:11:27.114 +0700
4252,441,BH25.0428,"000231003023001",1.00,2658500.00,2658500.00,2026-05-19 22:11:27.114 +0700
4253,441,BH25.0428,"000413002003000",1.00,1450000.00,1450000.00,2026-05-19 22:11:27.114 +0700
4254,441,BH25.0428,"000413002001000",1.00,1450000.00,1450000.00,2026-05-19 22:11:27.114 +0700
4255,441,BH25.0428,"000335002001000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4256,441,BH25.0428,"000335002004000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4257,441,BH25.0428,"000335002013000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4258,440,BH25.0429,"000333002001000",5.00,1300000.00,6500000.00,2026-05-19 22:11:27.114 +0700
4259,440,BH25.0429,"000333002022000",5.00,1300000.00,6500000.00,2026-05-19 22:11:27.114 +0700
4260,440,BH25.0429,"000225002023000",9.00,1180000.00,10620000.00,2026-05-19 22:11:27.114 +0700
4261,440,BH25.0429,"000225002002000",8.00,1180000.00,9440000.00,2026-05-19 22:11:27.114 +0700
4262,440,BH25.0429,"000225002025000",8.00,1180000.00,9440000.00,2026-05-19 22:11:27.114 +0700
4263,440,BH25.0429,"000217003001000",5.00,1250000.00,6250000.00,2026-05-19 22:11:27.114 +0700
4264,440,BH25.0429,"000217003008000",5.00,1250000.00,6250000.00,2026-05-19 22:11:27.114 +0700
4265,440,BH25.0429,"000131002001002",8.00,1200000.00,9600000.00,2026-05-19 22:11:27.114 +0700
4266,440,BH25.0429,"000131002008001",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4267,440,BH25.0429,"000131002019002",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4268,440,BH25.0429,"000125002023000",7.00,1050000.00,7350000.00,2026-05-19 22:11:27.114 +0700
4269,440,BH25.0429,"000125002009000",7.00,1050000.00,7350000.00,2026-05-19 22:11:27.114 +0700
4270,440,BH25.0429,"000125002013000",5.00,1050000.00,5250000.00,2026-05-19 22:11:27.114 +0700
4271,440,BH25.0429,"000224002015000",5.00,1130000.00,5650000.00,2026-05-19 22:11:27.114 +0700
4272,440,BH25.0429,"000225002015000",5.00,1180000.00,5900000.00,2026-05-19 22:11:27.114 +0700
4273,440,BH25.0429,"000225002024000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4274,440,BH25.0429,"000217002007000",7.00,1150000.00,8050000.00,2026-05-19 22:11:27.114 +0700
4275,440,BH25.0429,"000330002002200",5.00,1200000.00,6000000.00,2026-05-19 22:11:27.114 +0700
4276,440,BH25.0429,"000330002001000",5.00,1200000.00,6000000.00,2026-05-19 22:11:27.114 +0700
4277,439,BH25.0430,"1000260020220000",2.00,470000.00,940000.00,2026-05-19 22:11:27.114 +0700
4278,439,BH25.0430,"000226003002000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4279,439,BH25.0430,"000226003014000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4280,439,BH25.0430,"000226003023000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4281,439,BH25.0430,"000331002008000",3.00,1250000.00,3750000.00,2026-05-19 22:11:27.114 +0700
4282,439,BH25.0430,"000331002022000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4283,439,BH25.0430,"000331002004000",2.00,1250000.00,2500000.00,2026-05-19 22:11:27.114 +0700
4284,439,BH25.0430,"000207004000000",2.00,1250000.00,2500000.00,2026-05-19 22:11:27.114 +0700
4285,439,BH25.0430,"000335002001000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4286,439,BH25.0430,"000330002001000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4287,439,BH25.0430,"000305002001000",2.00,1050000.00,2100000.00,2026-05-19 22:11:27.114 +0700
4288,439,BH25.0430,"000305002022000",1.00,1050000.00,1050000.00,2026-05-19 22:11:27.114 +0700
4289,439,BH25.0430,"1000270020220000",2.00,500000.00,1000000.00,2026-05-19 22:11:27.114 +0700
4290,439,BH25.0430,"000217003008000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4291,439,BH25.0430,"000225002002000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4292,438,BH25.0431,"000217003001000",4.00,1250000.00,5000000.00,2026-05-19 22:11:27.114 +0700
4293,438,BH25.0431,"000217003008000",4.00,1250000.00,5000000.00,2026-05-19 22:11:27.114 +0700
4294,438,BH25.0431,"1000270020150000",3.00,500000.00,1500000.00,2026-05-19 22:11:27.114 +0700
4295,438,BH25.0431,"1000270020220000",3.00,500000.00,1500000.00,2026-05-19 22:11:27.114 +0700
4296,438,BH25.0431,"000207004000000",3.00,1250000.00,3750000.00,2026-05-19 22:11:27.114 +0700
4297,438,BH25.0431,"1000310050010000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4298,438,BH25.0431,"1000310050080000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4299,438,BH25.0431,"1000310050200000",1.00,3178500.00,3178500.00,2026-05-19 22:11:27.114 +0700
4300,438,BH25.0431,"100029005001000",1.00,3222643.00,3222643.00,2026-05-19 22:11:27.114 +0700
4301,438,BH25.0431,"100029005020000",1.00,3222643.00,3222643.00,2026-05-19 22:11:27.114 +0700
4302,438,BH25.0431,"1000300050010000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4303,438,BH25.0431,"1000300050080000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4304,438,BH25.0431,"1000300050200000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4305,438,BH25.0431,"000305002001000",5.00,1050000.00,5250000.00,2026-05-19 22:11:27.114 +0700
4306,438,BH25.0431,"000305002022000",4.00,1050000.00,4200000.00,2026-05-19 22:11:27.114 +0700
4307,438,BH25.0431,"000225002023000",5.00,1180000.00,5900000.00,2026-05-19 22:11:27.114 +0700
4308,438,BH25.0431,"000225002015000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4309,438,BH25.0431,"000225002025000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4310,438,BH25.0431,"000225002009000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4311,438,BH25.0431,"000224002015000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4312,438,BH25.0431,"000224002009000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4313,438,BH25.0431,"000224002002000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4314,438,BH25.0431,"000224002026000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4315,437,BH25.0432,"000226003014000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4316,437,BH25.0432,"000226003023000",5.00,1200000.00,6000000.00,2026-05-19 22:11:27.114 +0700
4317,437,BH25.0432,"000217003008000",2.00,1250000.00,2500000.00,2026-05-19 22:11:27.114 +0700
4318,437,BH25.0432,"000207004000000",2.00,1250000.00,2500000.00,2026-05-19 22:11:27.114 +0700
4319,437,BH25.0432,"000125002023000",3.00,1050000.00,3150000.00,2026-05-19 22:11:27.114 +0700
4320,437,BH25.0432,"000224002026000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4321,437,BH25.0432,"000226003002000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4322,437,BH25.0432,"000125002009000",1.00,1050000.00,1050000.00,2026-05-19 22:11:27.114 +0700
4323,437,BH25.0432,"000214004000000",2.00,1250000.00,2500000.00,2026-05-19 22:11:27.114 +0700
4324,437,BH25.0432,"000490002004000",5.00,1400000.00,7000000.00,2026-05-19 22:11:27.114 +0700
4325,437,BH25.0432,"000490002009000",5.00,1400000.00,7000000.00,2026-05-19 22:11:27.114 +0700
4326,436,BH25.0433,"000330002001000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4327,436,BH25.0433,"000330002002200",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4328,436,BH25.0433,"000305002001000",1.00,1050000.00,1050000.00,2026-05-19 22:11:27.114 +0700
4329,436,BH25.0433,"000334002004000",1.00,1210000.00,1210000.00,2026-05-19 22:11:27.114 +0700
4330,436,BH25.0433,"000335002004000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4331,436,BH25.0433,"000225002025000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4332,436,BH25.0433,"000335002001000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4333,436,BH25.0433,"000335002013000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4334,436,BH25.0433,"1010020010080000",1.00,2400000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4335,436,BH25.0433,"000217003001000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4336,436,BH25.0433,"000226003023000",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4337,436,BH25.0433,"000226003014000",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4338,436,BH25.0433,"000226003002000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4339,436,BH25.0433,"000226003015000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4340,435,BH25.0434,"000224002015000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4341,435,BH25.0434,"000224002024000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4342,435,BH25.0434,"000224002009000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4343,435,BH25.0434,"000224002026000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4344,435,BH25.0434,"000224002002000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4345,435,BH25.0434,"000225002023000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4346,435,BH25.0434,"000225002015000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4347,435,BH25.0434,"000225002025000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4348,435,BH25.0434,"000226003023000",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4349,435,BH25.0434,"000226003014000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4350,435,BH25.0434,"1000300050010000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4351,435,BH25.0434,"1000300050200000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4352,435,BH25.0434,"000330002001000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4353,435,BH25.0434,"000330002002200",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4354,435,BH25.0434,"000334002013000",1.00,1210000.00,1210000.00,2026-05-19 22:11:27.114 +0700
4355,435,BH25.0434,"1040010000080000",1.00,1231481.00,1231481.00,2026-05-19 22:11:27.114 +0700
4356,434,BH25.0435,"000225002009000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4357,434,BH25.0435,"000225002025000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4358,434,BH25.0435,"000225002004000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4359,434,BH25.0435,"000224002009000",3.00,1130000.00,3390000.00,2026-05-19 22:11:27.114 +0700
4360,434,BH25.0435,"000131002001002",4.00,1200000.00,4800000.00,2026-05-19 22:11:27.114 +0700
4361,434,BH25.0435,"000131002004005",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4362,434,BH25.0435,"000131002008001",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4363,434,BH25.0435,"000125002023000",3.00,1050000.00,3150000.00,2026-05-19 22:11:27.114 +0700
4364,434,BH25.0435,"000125002009000",2.00,1050000.00,2100000.00,2026-05-19 22:11:27.114 +0700
4365,427,BH25.0436,"000217003001000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4366,427,BH25.0436,"000217003008000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
4367,427,BH25.0436,"000218003008000",1.00,1270000.00,1270000.00,2026-05-19 22:11:27.114 +0700
4368,427,BH25.0436,"000330002001000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4369,427,BH25.0436,"000330002002200",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4370,433,BH25.0437,"000224002023000",5.00,1130000.00,5650000.00,2026-05-19 22:11:27.114 +0700
4371,433,BH25.0437,"000224002004000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4372,433,BH25.0437,"000224002009000",5.00,1130000.00,5650000.00,2026-05-19 22:11:27.114 +0700
4373,433,BH25.0437,"000224002015000",5.00,1130000.00,5650000.00,2026-05-19 22:11:27.114 +0700
4374,433,BH25.0437,"000224002026000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4375,433,BH25.0437,"000225002009000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4376,433,BH25.0437,"000225002023000",10.00,1180000.00,11800000.00,2026-05-19 22:11:27.114 +0700
4377,433,BH25.0437,"000225002015000",10.00,1180000.00,11800000.00,2026-05-19 22:11:27.114 +0700
4378,433,BH25.0437,"000225002025000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4379,433,BH25.0437,"000225002004000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4380,433,BH25.0437,"000216003001000",10.00,1200000.00,12000000.00,2026-05-19 22:11:27.114 +0700
4381,433,BH25.0437,"000217003001000",10.00,1250000.00,12500000.00,2026-05-19 22:11:27.114 +0700
4382,433,BH25.0437,"000217003008000",10.00,1250000.00,12500000.00,2026-05-19 22:11:27.114 +0700
4383,433,BH25.0437,"000333002001000",2.00,1300000.00,2600000.00,2026-05-19 22:11:27.114 +0700
4384,433,BH25.0437,"000117002023000",2.00,500000.00,1000000.00,2026-05-19 22:11:27.114 +0700
4385,433,BH25.0437,"000116002023000",1.00,500000.00,500000.00,2026-05-19 22:11:27.114 +0700
4386,433,BH25.0437,"000226003002000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4387,433,BH25.0437,"000226003014000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4388,433,BH25.0437,"000226003015000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4389,433,BH25.0437,"000226003023000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4390,433,BH25.0437,"1000310050010000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4391,433,BH25.0437,"1000310050080000",1.00,2150000.00,2150000.00,2026-05-19 22:11:27.114 +0700
4392,432,BH25.0438,"1040010000080000",2.00,1231481.00,2462962.00,2026-05-19 22:11:27.114 +0700
4393,432,BH25.0438,"000333002001000",3.00,1300000.00,3900000.00,2026-05-19 22:11:27.114 +0700
4394,432,BH25.0438,"000224002023000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4395,432,BH25.0438,"000224002015000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4396,432,BH25.0438,"000125002009000",3.00,1050000.00,3150000.00,2026-05-19 22:11:27.114 +0700
4397,432,BH25.0438,"1000250020050000",2.00,500000.00,1000000.00,2026-05-19 22:11:27.114 +0700
4398,432,BH25.0438,"1000250020220000",3.00,500000.00,1500000.00,2026-05-19 22:11:27.114 +0700
4399,432,BH25.0438,"1000270020150000",4.00,500000.00,2000000.00,2026-05-19 22:11:27.114 +0700
4400,432,BH25.0438,"1000270020220000",8.00,500000.00,4000000.00,2026-05-19 22:11:27.114 +0700
4401,432,BH25.0438,"000117002023000",2.00,500000.00,1000000.00,2026-05-19 22:11:27.114 +0700
4402,432,BH25.0438,"1000230020090000",3.00,470000.00,1410000.00,2026-05-19 22:11:27.114 +0700
4403,432,BH25.0438,"000401002016000",1.00,1300000.00,1300000.00,2026-05-19 22:11:27.114 +0700
4404,432,BH25.0438,"1000240020090000",10.00,500000.00,5000000.00,2026-05-19 22:11:27.114 +0700
4405,432,BH25.0438,"000131002004005",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4406,432,BH25.0438,"000331002022000",4.00,1250000.00,5000000.00,2026-05-19 22:11:27.114 +0700
4407,431,BH25.0439,"000226003002000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4408,431,BH25.0439,"000330002002200",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4409,431,BH25.0439,"000330002001000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4410,431,BH25.0439,"000225002002000",3.00,1180000.00,3540000.00,2026-05-19 22:11:27.114 +0700
4411,431,BH25.0439,"000225002023000",2.00,1180000.00,2360000.00,2026-05-19 22:11:27.114 +0700
4412,431,BH25.0439,"000225002025000",1.00,1180000.00,1180000.00,2026-05-19 22:11:27.114 +0700
4413,431,BH25.0439,"000224002002000",2.00,1130000.00,2260000.00,2026-05-19 22:11:27.114 +0700
4414,431,BH25.0439,"000224002023000",1.00,1130000.00,1130000.00,2026-05-19 22:11:27.114 +0700
4415,431,BH25.0439,"000226003023000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4416,431,BH25.0439,"000226003014000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4417,430,BH25.0440,"000226003002000",3.00,1200000.00,3600000.00,2026-05-19 22:11:27.114 +0700
4418,430,BH25.0440,"000226003014000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4419,430,BH25.0440,"000334002001000",2.00,1210000.00,2420000.00,2026-05-19 22:11:27.114 +0700
4420,430,BH25.0440,"000334002004000",1.00,1210000.00,1210000.00,2026-05-19 22:11:27.114 +0700
4421,430,BH25.0440,"000334002013000",2.00,1210000.00,2420000.00,2026-05-19 22:11:27.114 +0700
4422,430,BH25.0440,"000335002001000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4423,430,BH25.0440,"000335002004000",1.00,1200000.00,1200000.00,2026-05-19 22:11:27.114 +0700
4424,430,BH25.0440,"000335002013000",2.00,1200000.00,2400000.00,2026-05-19 22:11:27.114 +0700
4425,430,BH25.0440,"000333002001000",3.00,1300000.00,3900000.00,2026-05-19 22:11:27.114 +0700
4426,430,BH25.0440,"000333002022000",2.00,1300000.00,2600000.00,2026-05-19 22:11:27.114 +0700
4427,430,BH25.0440,"000331002004000",1.00,1250000.00,1250000.00,2026-05-19 22:11:27.114 +0700
